0,1,2,3,4,5,6,7,8,9
Stagione,Pos,Gio,Pti,Vit,Par,Sco,GolF,GolS,DR
2022-2023,11,38,52,14,10,14,48,52,-4
2023-2024,12,38,45,11,12,15,39,51,-12
2024-2025,-,6,3,0,3,3,4,8,-4
