Team,Transfer Type,Player,Age,Nationality,Position,Market Value,From Club,Fee,Year
AS Roma,In,Matteo Brighi,23,Italy,CM,Other,Juventus FC,16000000,2004
AS Roma,In,Simone Perrotta,26,Italy,AM,Other,Chievo Verona,7200000,2004
AS Roma,In,Philippe Mexès,22,France,CB,Other,AJ Auxerre,7000000,2004
AS Roma,In,Matteo Ferrari,24,"Italy, Guinea",CB,Other,Parma FC,7000000,2004
AS Roma,In,Mido,21,Egypt,CF,Other,Olympique Marseille,6000000,2004
AS Roma,In,Cesare Bovo,21,Italy,CB,4000000,US Lecce,10000,2004
AS Roma,In,Valerio Virga,18,Italy,RB,Other,Roma U19,Other,2004
AS Roma,In,Andrea Briotti,18,Italy,LB,Other,Roma U19,Other,2004
AS Roma,In,Luigi Stillo,20,Italy,Midfielder,Other,Roma U19,Other,2004
AS Roma,In,Abel Xavier,32,"Portugal, Mozambique",RB,1250000,Without Club,Other,2004
AS Roma,In,Pietro Pipolo,18,Italy,GK,Other,Roma U19,Other,2004
AS Roma,In,Simone Piva,20,Italy,LB,Other,Roma U19,Other,2004
AS Roma,In,Giuseppe Scurto,20,Italy,CB,Other,Roma U19,Other,2004
AS Roma,In,Gianluca Curci,18,Italy,GK,Other,Roma U19,Other,2004
AS Roma,Out,Émerson,28,"Brazil, Germany",DM,Other,Juventus FC,28000000,2004
AS Roma,Out,Walter Samuel,26,"Argentina, Spain",CB,Other,Real Madrid,25000000,2004
AS Roma,Out,Francisco Lima,33,Brazil,CM,Other,Lokomotiv Moskau,5700000,2004
AS Roma,Out,Massimo Bonanni,22,Italy,LM,Other,Vicenza Calcio,200000,2004
AS Roma,Out,Marco Delvecchio,31,Italy,CF,Other,Brescia Calcio,0,2004
AS Roma,Out,Gianni Guigou,29,"Uruguay, Italy",DM,Other,ACF Fiorentina,0,2004
AS Roma,Out,Jonathan Zebina,25,"France, Martinique",CB,Other,Juventus FC,0,2004
AS Roma,Out,Manuel Cattani,19,Italy,Defender,Other,FC La Chaux-de-Fonds,0,2004
