Team,Transfer Type,Player,Age,Nationality,Position,Market Value,From Club,Fee,Year
AC Milan,In,Mirco Sadotti,24,Italy,CB,Other,Calcio Monza,Other,1999
AC Milan,In,Max Tonetto,24,Italy,LB,Other,FC Empoli,Other,1999
AC Milan,In,Diego De Ascentis,22,Italy,DM,Other,AS Bari,Other,1999
AC Milan,In,Valerio Fiori,30,Italy,GK,Other,Piacenza FC,Other,1999
AC Milan,In,Mattia Graffiedi,19,Italy,CF,Other,AC Cesena,Other,1999
AC Milan,In,Alessandro Budel,18,Italy,DM,Other,Milan Primavera,Other,1999
AC Milan,Out,Christian Ziege,27,Germany,LM,Other,Middlesbrough FC,6000000,1999
AC Milan,Out,Bruno N'Gotty,28,"France, Cameroon",CB,Other,AC Venezia 1907,4500000,1999
AC Milan,Out,Massimo Maccarone,20,Italy,CF,Other,AC Prato,0,1999
AC Milan,Out,Roberto Donadoni,35,Italy,RM,Other,Al-Ittihad Club,0,1999
AC Milan,Out,Zizi Roberts,20,"Liberia, Spain",CF,Other,Ionikos Nikeas,0,1999
AC Milan,Out,Maurizio Ganz,31,Italy,CF,Other,AC Venezia 1907,0,1999
AC Milan,Out,Mirco Sadotti,24,Italy,CB,Other,US Lecce,Other,1999
AC Milan,Out,Luca Vitali,19,Italy,CM,Other,AS Gubbio 1910,Other,1999
AC Milan,Out,Max Tonetto,25,Italy,LB,Other,Bologna FC 1909,Other,1999
AC Milan,Out,Alessandro Iannuzzi,23,Italy,CF,Other,Reggina Calcio,Other,1999
AC Milan,Out,Giorgio Frezzolini,23,Italy,GK,Other,Inter Milan,Other,1999
Torino Calcio,In,Fabio Galante,25,Italy,CB,Other,Inter Milan,2630000,1999
Torino Calcio,In,Alejandro Escalona,19,"Chile, Italy",LB,Other,CSD Colo-Colo,1100000,1999
Torino Calcio,In,Krunoslav Jurcic,29,Croatia,DM,Other,GNK Dinamo Zagreb,1000000,1999
Torino Calcio,In,Marcus Lantz,23,Sweden,CM,Other,Helsingborgs IF,1000000,1999
Torino Calcio,In,André Pinga,18,Brazil,AM,Other,CA Juventus (SP),0,1999
Torino Calcio,In,André Cruz,30,Brazil,CB,Other,Standard Liège,0,1999
Torino Calcio,In,Fabio Pecchia,25,Italy,RM,Other,UC Sampdoria,Other,1999
Torino Calcio,In,Gennaro Scarlato,22,Italy,CB,Other,SSC Napoli,Other,1999
Torino Calcio,In,Ilija Ivic,28,Serbia,CF,Other,Olympiacos Piraeus,Other,1999
Torino Calcio,In,Gustavo Méndez,28,Uruguay,RB,Other,Vicenza Calcio,Other,1999
Torino Calcio,In,Andrea Silenzi,33,Italy,CF,Other,US Ravenna,Other,1999
Torino Calcio,In,Alessandro Nista,33,Italy,GK,Other,AC Parma,Other,1999
Torino Calcio,In,Abdullah Fusseini,17,Ghana,Midfielder,Other,King Faisal FC,Other,1999
Torino Calcio,In,Luigi Panarelli,23,Italy,RB,Other,AS Fidelis Andria,Other,1999
Torino Calcio,In,Djibril Diawara,24,"Senegal, France",CB,Other,AS Monaco,Other,1999
Torino Calcio,In,Erik Edman,20,Sweden,LB,Other,Helsingborgs IF,Other,1999
Torino Calcio,In,Fabio Quagliarella,16,Italy,CF,Other,Torino Primavera,Other,1999
Torino Calcio,In,Daniele Martinelli,17,Italy,CB,Other,Torino Primavera,Other,1999
Torino Calcio,In,Emanuele Calaiò,17,Italy,CF,Other,Torino Primavera,Other,1999
