Team,Transfer Type,Player,Age,Nationality,Position,Market Value,From Club,Fee,Year
Torino Calcio,In,Enzo Scifo,25,"Belgium, Italy",AM,Other,AJ Auxerre,7950000,1991
Torino Calcio,In,Casagrande,28,Brazil,SS,Other,Ascoli Calcio 1898,3400000,1991
Torino Calcio,In,Paolo Poggi,20,Italy,CF,Other,AC Venezia 1907,2600000,1991
Torino Calcio,In,Luca Pastine,20,Italy,GK,Other,US Massese 1919,Other,1991
Torino Calcio,In,Carmelo Puglisi,19,Italy,Midfielder,Other,AC Riunite Messina,Other,1991
Torino Calcio,In,Marco Bertelli,19,Italy,Striker,Other,Carrarese Calcio 1908,Other,1991
Torino Calcio,In,Marco Sinigaglia,23,Italy,Midfielder,Other,Como Calcio,Other,1991
Torino Calcio,In,Luca Marchegiani,25,Italy,GK,Other,Brescia Calcio,Other,1991
Torino Calcio,In,Andrea Sottil,17,Italy,CB,Other,Torino Primavera,Other,1991
Torino Calcio,In,Christian Vieri,17,"Italy, Australia",CF,Other,Torino Primavera,Other,1991
Torino Calcio,Out,Dino Baggio,19,Italy,DM,Other,Juventus FC,5000000,1991
Torino Calcio,Out,Alessandro Brunetti,20,Italy,Striker,Other,AS Lucchese Libertas,Other,1991
Torino Calcio,Out,Haris Skoro,28,Bosnia-Herzegovina,CF,Other,FC Zürich,Other,1991
Torino Calcio,Out,Giuseppe Carillo,26,Italy,RM,Other,AC Venezia 1907,Other,1991
Torino Calcio,Out,Francesco Romano,31,Italy,DM,Other,AC Venezia 1907,Other,1991
Torino Calcio,Out,Marcello Albino,19,Italy,CM,Other,AC Pro Sesto,Other,1991
Torino Calcio,Out,Gianluca Atzori,20,Italy,CB,Other,PC Ternana,Other,1991
Torino Calcio,Out,Franco Tancredi,36,Italy,GK,Other,Retired,Other,1991
SSC Napoli,In,Laurent Blanc,25,France,CB,Other,Montpellier HSC,2840000,1991
SSC Napoli,In,Vittorio Pusceddu,27,Italy,LB,Other,Verona FC,2300000,1991
SSC Napoli,In,Michele Padovano,24,Italy,CF,Other,AC Pisa 1909,Other,1991
SSC Napoli,In,Marco Sansonetti,26,Italy,GK,Other,Giarre 1946,Other,1991
SSC Napoli,In,Stefano De Agostini,26,Italy,DM,Other,AC Reggiana,Other,1991
SSC Napoli,Out,Ernesto Gallo,18,Italy,Midfielder,Other,Vigor Trani,0,1991
SSC Napoli,Out,Alessandro Renica,28,"Italy, France",SW,Other,Verona FC,Other,1991
SSC Napoli,Out,Leo Flavio,19,Italy,Defender,Other,Carrarese Calcio 1908,Other,1991
SSC Napoli,Out,Giuseppe Malafronte,19,Italy,Striker,Other,SS Lanciano,Other,1991
SSC Napoli,Out,Antonio Telari,19,Italy,Defender,Other,Fano Calcio,Other,1991
SSC Napoli,Out,Salvatore Calemme,19,Italy,Midfielder,Other,AS Casale,Other,1991
