Team,Transfer Type,Player,Age,Nationality,Position,Market Value,From Club,Fee,Year
Atalanta BC,Out,Luigi Badji Djibo,21,"Burkina Faso, Italy",CB,Other,Without Club,Other,2016
Bologna FC 1909,In,Simone Verdi,23,Italy,AM,2000000,AC Milan,6400000,2016
Bologna FC 1909,In,Luca Rizzo,24,Italy,CM,3500000,UC Sampdoria,6000000,2016
Bologna FC 1909,In,Godfred Donsah,20,Ghana,CM,5000000,Cagliari Calcio,5000000,2016
Bologna FC 1909,In,Ladislav Krejci,24,Czech Republic,LM,4000000,AC Sparta Prague,3800000,2016
Bologna FC 1909,In,Lorenzo Crisetig,23,Italy,DM,3300000,Inter Milan,2700000,2016
Bologna FC 1909,In,Ádám Nagy,21,Hungary,DM,1500000,Ferencvárosi TC,1800000,2016
Bologna FC 1909,In,Federico Di Francesco,22,Italy,LW,1000000,SS Virtus Lanciano,1400000,2016
Bologna FC 1909,In,Blerim Dzemaili,30,"Switzerland, Albania",CM,3500000,Galatasaray,1300000,2016
Bologna FC 1909,In,Bruno Petkovic,22,Croatia,CF,1200000,Trapani Calcio,1300000,2016
Bologna FC 1909,In,Juan Valencia,18,Colombia,CM,500000,Internacional de Palmira,500000,2016
Bologna FC 1909,In,Deian Boldor,21,Romania,CB,100000,SS Virtus Lanciano,200000,2016
Bologna FC 1909,In,Lorenzo Musto,20,Italy,CF,200000,SEF Torres 1903,0,2016
Bologna FC 1909,In,Filippo Perucchini,24,"Italy, Bolivia",GK,300000,US Lecce,0,2016
Bologna FC 1909,In,Vasilios Torosidis,31,Greece,RB,2000000,AS Roma,0,2016
Bologna FC 1909,In,Andrea Vassallo,18,Italy,LW,250000,Milan Primavera,0,2016
Bologna FC 1909,In,Orji Okwonkwo,18,Nigeria,RW,50000,Bologna Primavera,Other,2016
Bologna FC 1909,In,Mouhamadou Sarr,19,"Senegal, Italy",GK,75000,Bologna Primavera,Other,2016
Bologna FC 1909,In,Adama Fofana,27,Cote d'Ivoire,CF,50000,Without Club,Other,2016
Bologna FC 1909,Out,Amadou Diawara,19,Guinea,DM,1000000,SSC Napoli,14500000,2016
Bologna FC 1909,Out,Luca Rossettini,31,Italy,CB,Other,Torino FC,1980000,2016
Bologna FC 1909,Out,Marco Crimi,26,Italy,CM,75000,Carpi FC 1909,500000,2016
Bologna FC 1909,Out,Sergio Floccari,35,Italy,CF,Other,SPAL 2013,0,2016
Bologna FC 1909,Out,Archimede Morleo,33,Italy,LB,Other,FC Bari 1908,0,2016
Bologna FC 1909,Out,Matteo Brighi,35,Italy,CM,Other,AC Perugia Calcio,0,2016
Bologna FC 1909,Out,Franco Brienza,37,Italy,AM,Other,FC Bari 1908,0,2016
Bologna FC 1909,Out,Dejan Stojanovic,23,Austria,GK,600000,FC St. Gallen 1879,0,2016
Bologna FC 1909,Out,Robert Acquafresca,29,"Italy, Poland",CF,Other,Ternana Calcio,0,2016
Bologna FC 1909,Out,Franco Zuculini,25,"Argentina, Italy",CM,Other,Hellas Verona,0,2016
Bologna FC 1909,Out,Matteo Mancosu,32,Italy,CF,Other,Montreal Impact,Other,2016
Bologna FC 1909,Out,Luca Ceccarelli,33,Italy,RB,Other,Without Club,Other,2016
Bologna FC 1909,Out,Kévin Constant,29,"Guinea, France",LB,Other,Without Club,Other,2016
Bologna FC 1909,Out,Luca Camorani,20,Italy,CB,Other,Without Club,Other,2016
Cagliari Calcio,In,Artur Ioniță,25,"Moldova, Romania",CM,1800000,Hellas Verona,4500000,2016
Cagliari Calcio,In,Mauricio Isla,28,Chile,RB,6000000,Juventus FC,4000000,2016
Cagliari Calcio,In,Simone Padoin,32,Italy,CM,1500000,Juventus FC,590000,2016
Cagliari Calcio,In,Kwang-song Han,18,"Korea, North",CF,Other,ISM Academy,480000,2016
Cagliari Calcio,In,Rafael,34,"Brazil, Italy",GK,600000,Hellas Verona,150000,2016
Cagliari Calcio,In,Bruno Alves,34,"Portugal, Brazil",CB,2000000,Fenerbahce,0,2016
Cagliari Calcio,In,Marko Pajac,23,Croatia,LB,300000,NK Celje,0,2016
Cagliari Calcio,In,Marco Borriello,34,Italy,CF,800000,Atalanta BC,0,2016
Cagliari Calcio,In,Luca Crosta,19,Italy,GK,50000,Cagliari Primavera,Other,2016
Cagliari Calcio,Out,Godfred Donsah,20,Ghana,CM,250000,Bologna FC 1909,5000000,2016
Cagliari Calcio,Out,Davide Astori,29,Italy,CB,Other,ACF Fiorentina,4000000,2016
Cagliari Calcio,Out,Simone Benedetti,24,Italy,CB,175000,Virtus Entella,500000,2016
Cagliari Calcio,Out,Alessandro Masia,20,Italy,AM,Other,AC Tuttocuoio,0,2016
Cagliari Calcio,Out,Antonio Loi,19,Italy,LW,50000,Modena FC,0,2016
Cagliari Calcio,Out,Andrea Demontis,21,Italy,CM,100000,AS Melfi,0,2016
Cagliari Calcio,Out,Gianni Munari,33,Italy,CM,Other,Parma Calcio 1913,0,2016
Cagliari Calcio,Out,Antonio Cinelli,26,Italy,CM,75000,Chievo Verona,0,2016
Cagliari Calcio,Out,Marco Storari,40,Italy,GK,Other,AC Milan,Other,2016
Cagliari Calcio,Out,Luigi Usai,20,"Italy, Germany",RB,Other,Without Club,Other,2016
Chievo Verona,In,Mattia Bani,22,Italy,CB,500000,FC Pro Vercelli 1892,6150000,2016
Chievo Verona,In,Paul-José Mpoku,24,"DR Congo, Belgium",AM,4000000,Standard Liège,4000000,2016
Chievo Verona,In,Samuel Bastien,19,"DR Congo, Belgium",CM,800000,RSC Anderlecht,1300000,2016
Chievo Verona,In,Antonio Floro Flores,33,Italy,CF,1500000,US Sassuolo,600000,2016
Chievo Verona,In,Fabrizio Cacciatore,29,Italy,RB,1300000,UC Sampdoria,522000,2016
Chievo Verona,In,Fabrizio Danese,21,Italy,CB,25000,Nuorese Calcio,0,2016
Chievo Verona,In,Federico Alonzi,19,Italy,CF,125000,Nuorese Calcio,0,2016
Chievo Verona,In,Stefano Sorrentino,37,Italy,GK,800000,US Palermo,0,2016
Chievo Verona,In,Sérgio Cruz,27,Brazil,CF,125000,AC Lumezzane,0,2016
Chievo Verona,In,Antonio Cinelli,26,Italy,CM,600000,Cagliari Calcio,0,2016
Chievo Verona,In,Fabio Daprelà,25,"Switzerland, Italy",CB,600000,Carpi FC 1909,0,2016
Chievo Verona,In,Luca Baldassin,22,Italy,CM,250000,Calcio Padova,Other,2016
Chievo Verona,Out,Simone Moschin,20,Italy,GK,200000,FC Pro Vercelli 1892,4000000,2016
Chievo Verona,Out,Nikola Ninkovic,21,Serbia,AM,200000,Genoa CFC,1500000,2016
Chievo Verona,Out,Isaac Ntow,22,Ghana,LB,Other,SS Sambenedettese,0,2016
Chievo Verona,Out,Armando Vajushi,24,"Albania, Bulgaria",LW,Other,FC Pro Vercelli 1892,0,2016
Chievo Verona,Out,Fabian Sporkslede,22,"Suriname, Netherlands",DM,Other,NAC Breda,0,2016
Chievo Verona,Out,Edimar,30,Brazil,LB,Other,Cruzeiro Esporte Clube,0,2016
Chievo Verona,Out,Simone Pepe,32,Italy,RW,Other,Delfino Pescara 1936,0,2016
Chievo Verona,Out,Giampiero Pinzi,35,Italy,CM,Other,Brescia Calcio,0,2016
Chievo Verona,Out,Oliver Posarelli,20,Italy,CB,Other,MSUB Yellowjackets (Montana State Uni Billings),0,2016
Chievo Verona,Out,Lorenzo Marchionni,21,Italy,LW,Other,Pro Piacenza 1919,0,2016
Chievo Verona,Out,Albano Bizzarri,38,"Argentina, Italy",GK,Other,Delfino Pescara 1936,0,2016
Chievo Verona,Out,Andrea Ghirardi,20,Italy,SS,Other,Correggese Calcio 1948,Other,2016
Chievo Verona,Out,Filippo Di Maio,19,Italy,CB,Other,AC Este 1920,Other,2016
FC Crotone,In,Ante Budimir,24,Croatia,CF,3000000,FC St. Pauli,1000000,2016
FC Crotone,In,Noë Dussenne,24,Belgium,CB,1500000,Royal Excel Mouscron (-2022),950000,2016
FC Crotone,In,Federico Ceccherini,24,Italy,CB,700000,AS Livorno,900000,2016
FC Crotone,In,Simy,24,Nigeria,CF,1000000,Portimonense SC,850000,2016
FC Crotone,In,Leonardo Capezzi,21,Italy,CM,1300000,ACF Fiorentina,700000,2016
FC Crotone,In,Maxwell Acosty,25,"Ghana, Italy",RW,1000000,US Latina Calcio,600000,2016
FC Crotone,In,Marcus Rohdén,25,Sweden,CM,1100000,IF Elfsborg,500000,2016
FC Crotone,In,Nicolò Fazzi,21,Italy,CB,400000,ACF Fiorentina,200000,2016
FC Crotone,In,Mario Sampirisi,23,Italy,RB,900000,Vicenza Calcio,0,2016
FC Crotone,In,Aleksandar Tonev,26,Bulgaria,LW,800000,Frosinone Calcio,0,2016
FC Crotone,In,Andrea Scicchitano,24,Italy,CM,50000,SS Racing Club Roma,0,2016
FC Crotone,In,Djamel Mesbah,31,"Algeria, France",LB,400000,UC Sampdoria,0,2016
FC Crotone,In,Andrea Mazzarani,26,Italy,AM,700000,Modena FC,0,2016
FC Crotone,In,Cazim Suljic,19,"Bosnia-Herzegovina, France",CM,150000,AS Saint-Étienne B,0,2016
FC Crotone,In,Andrea Nalini,26,Italy,RW,250000,US Salernitana 1919,0,2016
FC Crotone,In,Giuseppe Cuomo,18,Italy,CB,175000,Crotone Primavera,Other,2016
FC Crotone,In,Aniello Viscovo,17,Italy,GK,175000,Crotone Primavera,Other,2016
FC Crotone,Out,Gian Marco Ferrari,24,Italy,CB,1400000,US Sassuolo,4000000,2016
FC Crotone,Out,Ante Budimir,24,Croatia,CF,5000000,UC Sampdoria,1800000,2016
FC Crotone,Out,Leonardo Capezzi,21,Italy,CM,200000,UC Sampdoria,1000000,2016
FC Crotone,Out,Nicolò Fazzi,21,Italy,CB,150000,AC Perugia Calcio,700000,2016
FC Crotone,Out,Raffaele Palladino,32,Italy,LW,Other,Genoa CFC,250000,2016
FC Crotone,Out,Giuseppe Torromino,28,Italy,SS,Other,US Lecce,0,2016
FC Crotone,Out,Michele Cremonesi,28,Italy,CB,Other,SPAL 2013,0,2016
FC Crotone,Out,Davide Leto,21,Italy,CM,Other,Avezzano Calcio,0,2016
FC Crotone,Out,Aniello Salzano,25,Italy,DM,100000,FC Bari 1908,0,2016
FC Crotone,Out,Tomislav Saric,26,Croatia,CM,Other,RNK Split,0,2016
FC Crotone,Out,Davide Voltan,21,Italy,AM,100000,Genoa CFC,Other,2016
FC Crotone,Out,Cristian Barillari,21,Italy,AM,Other,Crotone Primavera,Other,2016
FC Crotone,Out,Andrea Mazzarani,26,Italy,AM,75000,Without Club,Other,2016
FC Crotone,Out,Giuseppe Zampano,22,Italy,RM,Other,Without Club,Other,2016
FC Crotone,Out,Matteo Paro,33,Italy,CM,Other,Retired,Other,2016
FC Crotone,Out,Juan Delgado,21,Uruguay,CF,Other,Without Club,Other,2016
FC Crotone,Out,Francesco Modesto,34,Italy,LB,Other,Without Club,Other,2016
FC Empoli,In,Miha Zajc,22,Slovenia,CM,800000,NK Olimpija Ljubljana,2300000,2016
FC Empoli,In,Matheus Pereira,18,Brazil,CM,100000,Sport Club Corinthians Paulista,2000000,2016
FC Empoli,In,Marcel Büchel,25,"Liechtenstein, Austria",DM,1500000,Juventus FC,1500000,2016
FC Empoli,In,Omar El Kaddouri,26,"Morocco, Belgium",AM,4500000,SSC Napoli,1200000,2016
FC Empoli,In,Frédéric Veseli,23,"Albania, Switzerland",CB,800000,FC Lugano,0,2016
FC Empoli,In,Alberto Gilardino,34,Italy,CF,1000000,US Palermo,0,2016
FC Empoli,In,Manuel Pasqual,34,Italy,LB,1000000,ACF Fiorentina,0,2016
FC Empoli,In,Roman Chanturia,20,Georgia,CF,150000,Empoli Primavera,Other,2016
FC Empoli,Out,Lorenzo Tonelli,26,Italy,CB,Other,SSC Napoli,10000000,2016
FC Empoli,Out,Michele Camporese,24,Italy,CB,400000,Benevento Calcio,0,2016
FC Empoli,Out,Alberto Gilardino,34,Italy,CF,Other,Delfino Pescara 1936,0,2016
FC Empoli,Out,Dramane Konaté,22,Cote d'Ivoire,CB,75000,FC Pro Vercelli 1892,0,2016
FC Empoli,Out,Luca Santomauro,19,Italy,CB,Other,ASD Pro Eureka,0,2016
FC Empoli,Out,Matteo Ricci,22,Italy,GK,Other,SC Olhanense,0,2016
FC Empoli,Out,Giacomo Risaliti,21,Italy,CB,200000,US Città di Pontedera,0,2016
FC Empoli,Out,Lorenzo Tempesti,22,Italy,SS,Other,AC Tuttocuoio,Other,2016
FC Empoli,Out,Franco Signorelli,25,"Venezuela, Italy",DM,Other,Spezia Calcio,Other,2016
FC Empoli,Out,Jacopo Strano,20,Italy,RW,Other,VF Colligiana,Other,2016
FC Empoli,Out,Mirko Di Nardo,20,Italy,CB,Other,Without Club,Other,2016
FC Empoli,Out,Alessio Agrifogli,20,Italy,LB,Other,Without Club,Other,2016
ACF Fiorentina,In,Davide Astori,29,Italy,CB,7500000,Cagliari Calcio,4000000,2016
ACF Fiorentina,In,Kevin Diks,19,Netherlands,CB,1500000,Vitesse Arnhem,2900000,2016
ACF Fiorentina,In,Bartlomiej Dragowski,18,Poland,GK,2500000,Jagiellonia Bialystok,2500000,2016
ACF Fiorentina,In,Ianis Hagi,17,Romania,AM,750000,FC Viitorul Constanta,2000000,2016
ACF Fiorentina,In,Hrvoje Milic,27,Croatia,LB,1000000,HNK Hajduk Split,1000000,2016
ACF Fiorentina,In,Federico Chiesa,18,Italy,LW,100000,Fiorentina Primavera,Other,2016
ACF Fiorentina,In,Giacomo Satalino,17,Italy,GK,75000,Fiorentina Primavera,Other,2016
ACF Fiorentina,Out,Marcos Alonso,25,Spain,LB,2000000,Chelsea FC,23000000,2016
ACF Fiorentina,Out,Mauro Zárate,29,"Argentina, Chile",CF,75000,Watford FC,2750000,2016
ACF Fiorentina,Out,Mario Gómez,31,"Germany, Spain",CF,Other,VfL Wolfsburg,1050000,2016
ACF Fiorentina,Out,José María Basanta,32,"Argentina, Mexico",CB,Other,CF Monterrey,1000000,2016
ACF Fiorentina,Out,Marko Bakic,22,Montenegro,CM,450000,SC Braga,900000,2016
ACF Fiorentina,Out,Leonardo Capezzi,21,Italy,CM,200000,FC Crotone,700000,2016
ACF Fiorentina,Out,Rafal Wolski,23,Poland,AM,350000,Lechia Gdansk,500000,2016
ACF Fiorentina,Out,Nicolò Fazzi,21,Italy,CB,150000,FC Crotone,200000,2016
ACF Fiorentina,Out,Gianluca Mancini,20,Italy,CB,25000000,AC Perugia Calcio,150000,2016
ACF Fiorentina,Out,Cedric Gondo,19,"Cote d'Ivoire, Italy",CF,700000,Asteras Tripolis,0,2016
ACF Fiorentina,Out,Filippo Bandinelli,21,Italy,CM,1500000,US Latina Calcio,0,2016
ACF Fiorentina,Out,Facundo Roncaglia,29,"Argentina, Italy",CB,25000,Celta de Vigo,0,2016
ACF Fiorentina,Out,Manuel Pasqual,34,Italy,LB,Other,FC Empoli,0,2016
ACF Fiorentina,Out,Joshua Brillante,23,"Australia, Italy",DM,450000,Sydney FC,Other,2016
ACF Fiorentina,Out,Lorenzo Bardini,20,Italy,GK,Other,AC Cesena,Other,2016
ACF Fiorentina,Out,Axel Gulin,21,Italy,RW,Other,Campobasso FC,Other,2016
ACF Fiorentina,Out,Alessandro Bacci,20,Italy,GK,Other,SS Juve Stabia,Other,2016
Genoa CFC,In,Diego Laxalt,23,"Uruguay, Italy",LB,5500000,Inter Milan,5800000,2016
Genoa CFC,In,Giovanni Simeone,21,"Argentina, Spain",CF,8000000,CA River Plate,5100000,2016
Genoa CFC,In,Cristian Ansaldi,29,"Argentina, Italy",LB,6000000,Zenit St. Petersburg,4000000,2016
Genoa CFC,In,Davide Brivio,28,Italy,LB,1300000,Atalanta BC,4000000,2016
Genoa CFC,In,Leonardo Morosini,21,Italy,AM,2200000,Brescia Calcio,2500000,2016
Genoa CFC,In,Davide Biraschi,22,Italy,CB,400000,US Avellino 1912,1600000,2016
Genoa CFC,In,Nikola Ninkovic,21,Serbia,AM,1000000,Chievo Verona,1500000,2016
Genoa CFC,In,Francesco Renzetti,28,"Italy, Monaco",LB,900000,AC Cesena,1200000,2016
Genoa CFC,In,Santiago Gentiletti,31,"Argentina, Italy",CB,1000000,SS Lazio,500000,2016
Genoa CFC,In,Andrea Beghetto,22,Italy,LM,600000,SPAL 2013,350000,2016
Genoa CFC,In,Raffaele Palladino,32,Italy,LW,400000,FC Crotone,250000,2016
Genoa CFC,In,Simone Tascone,19,Italy,CM,100000,Ternana Calcio,100000,2016
Genoa CFC,In,Rubinho,34,"Brazil, Italy",GK,75000,Calcio Como,0,2016
Genoa CFC,In,Bartosz Wolski,19,Poland,AM,75000,Latina Primavera,0,2016
Genoa CFC,In,Lucas Orbán,27,"Argentina, Spain",CB,3000000,Valencia CF,0,2016
Genoa CFC,In,Franco Ferrari,21,"Italy, Argentina",CF,100000,AD Valdinievole Montecatini,0,2016
Genoa CFC,In,Miguel Veloso,30,Portugal,DM,6000000,Dynamo Kyiv,0,2016
Genoa CFC,In,Davide Voltan,21,Italy,AM,75000,FC Crotone,Other,2016
Genoa CFC,In,Loïck Landre,24,"France, Guadeloupe",CB,1000000,RC Lens,Other,2016
Genoa CFC,In,Antonio Notaroberto,18,Italy,Defender,Other,Cavese Youth,Other,2016
Genoa CFC,In,Sandro Embaló,20,"Portugal, Guinea-Bissau",CB,50000,Genoa U19,Other,2016
Genoa CFC,In,Paolo Ghiglione,19,Italy,RB,150000,Genoa U19,Other,2016
Genoa CFC,Out,Leonardo Pavoletti,28,Italy,CF,800000,SSC Napoli,18000000,2016
Genoa CFC,Out,Cristian Ansaldi,29,"Argentina, Italy",LB,250000,Inter Milan,10500000,2016
Genoa CFC,Out,Diego Perotti,27,"Argentina, Spain",LW,Other,AS Roma,9000000,2016
Genoa CFC,Out,Tomás Rincón,28,Venezuela,DM,300000,Juventus FC,8000000,2016
Genoa CFC,Out,Sebastien De Maio,29,"France, Italy",CB,125000,RSC Anderlecht,3300000,2016
Genoa CFC,Out,Panagiotis Tachtsidis,25,Greece,DM,750000,Torino FC,1300000,2016
Genoa CFC,Out,Diego Capel,28,Spain,LW,Other,RSC Anderlecht,200000,2016
Genoa CFC,Out,Simone Canegallo,20,Italy,GK,Other,US Belvedere,0,2016
Genoa CFC,Out,Federico Gatto,19,Italy,Midfielder,Other,Angelo Baiardo,0,2016
Genoa CFC,Out,Mattia Mandraccio,19,Italy,LW,Other,ASD Ceriale,0,2016
Genoa CFC,Out,Edoardo Caltabiano,20,Italy,CM,Other,ASD Albissola 2010,0,2016
Genoa CFC,Out,Federico Brusacà,20,Italy,CB,Other,AC Lumezzane,0,2016
Genoa CFC,Out,Issa Cissokho,31,"Senegal, France",RB,Other,Angers SCO,0,2016
Genoa CFC,Out,Lorenzo Lanzalaco,20,Italy,AM,Other,Sporting Recco,0,2016
Genoa CFC,Out,Leonardo Manu,20,Italy,CB,Other,ASD Genova Calcio,0,2016
Genoa CFC,Out,Antonio Donnarumma,26,Italy,GK,325000,Asteras Tripolis,0,2016
Genoa CFC,Out,Marco Minutolo,20,Italy,Defender,Other,ASD Voltrese Vultur,0,2016
Genoa CFC,Out,Daniel Jara,22,"Paraguay, Spain",CF,Other,29 de Setiembre F.B.C,0,2016
Genoa CFC,Out,Mario Sampirisi,23,Italy,RB,600000,Vicenza Calcio,Other,2016
Genoa CFC,Out,Alassane També,24,"Mali, France",RB,Other,CD Tondela,Other,2016
Genoa CFC,Out,Giovanni Marchese,31,Italy,LB,Other,Without Club,Other,2016
Genoa CFC,Out,Francesco Todisco,20,Italy,CB,Other,Without Club,Other,2016
Genoa CFC,Out,Moro Alhassan,22,Ghana,DM,Other,Without Club,Other,2016
Inter Milan,In,João Mário,23,"Portugal, Angola",CM,30000000,Sporting CP,44780000,2016
Inter Milan,In,Gabriel Barbosa,20,Brazil,CF,20000000,Santos FC,29500000,2016
Inter Milan,In,Antonio Candreva,29,Italy,AM,23000000,SS Lazio,22000000,2016
Inter Milan,In,Stevan Jovetic,27,"Montenegro, Serbia",CF,10000000,Manchester City,13500000,2016
Inter Milan,In,Miranda,31,Brazil,CB,16000000,Atlético de Madrid,11000000,2016
Inter Milan,In,Cristian Ansaldi,29,"Argentina, Italy",LB,6000000,Genoa CFC,10500000,2016
Inter Milan,In,Éder,29,"Italy, Brazil",CF,12000000,UC Sampdoria,9800000,2016
Inter Milan,In,Gianluca Caprari,22,Italy,SS,3500000,Delfino Pescara 1936,8250000,2016
Inter Milan,In,Dodô,24,"Brazil, Portugal",LB,5500000,AS Roma,7800000,2016
Inter Milan,In,Marcelo Brozovic,23,Croatia,DM,18000000,GNK Dinamo Zagreb,5000000,2016
Inter Milan,In,Rey Manaj,19,"Albania, Italy",CF,800000,US Cremonese,500000,2016
Inter Milan,In,Caner Erkin,27,Türkiye,LB,9000000,Fenerbahce,0,2016
Inter Milan,In,Éver Banega,28,"Argentina, Spain",CM,15000000,Sevilla FC,0,2016
Inter Milan,In,Andrea Pinamonti,17,Italy,CF,500000,Inter Milan Primavera,Other,2016
Inter Milan,In,Andrei Radu,19,Romania,GK,300000,Inter Milan Primavera,Other,2016
Inter Milan,In,Senna Miangue,19,Belgium,CB,75000,Inter Milan Primavera,Other,2016
Inter Milan,Out,Diego Laxalt,23,"Uruguay, Italy",LB,3000000,Genoa CFC,5800000,2016
Inter Milan,Out,Cristiano Biraghi,23,Italy,LB,3500000,Delfino Pescara 1936,5000000,2016
Inter Milan,Out,Lorenzo Crisetig,23,Italy,DM,400000,Bologna FC 1909,2700000,2016
Inter Milan,Out,Daniel Bessa,23,"Italy, Brazil",CM,2500000,Hellas Verona,1200000,2016
Inter Milan,Out,Gianmarco Gabbianelli,22,Italy,RW,75000,Alma Juventus Fano 1906,0,2016
Inter Milan,Out,Leonardo Longo,21,Italy,RB,Other,US Catanzaro,0,2016
Inter Milan,Out,Simone Pasa,22,Italy,DM,50000,AS Cittadella,0,2016
Inter Milan,Out,Rodrigo Alborno,22,"Paraguay, Italy",LB,150000,Club Libertad Asunción,0,2016
Inter Milan,Out,Dylan Alexis Romney,20,"France, United States",CF,Other,Paris FC B,0,2016
Juventus FC,In,Gonzalo Higuaín,28,"Argentina, France",CF,65000000,SSC Napoli,90000000,2016
Juventus FC,In,Miralem Pjanic,26,"Bosnia-Herzegovina, Luxembourg",CM,35000000,AS Roma,32000000,2016
Juventus FC,In,Marko Pjaca,21,Croatia,LW,18000000,GNK Dinamo Zagreb,29400000,2016
Juventus FC,In,Mattia Caldara,22,Italy,CB,8000000,Atalanta BC,19000000,2016
Juventus FC,In,Mario Lemina,22,"Gabon, France",DM,4000000,Olympique Marseille,9800000,2016
Juventus FC,In,Tomás Rincón,28,Venezuela,DM,9000000,Genoa CFC,8000000,2016
Juventus FC,In,Riccardo Orsolini,20,Italy,RW,1500000,Ascoli Picchio,6000000,2016
Juventus FC,In,Simone Ganz,22,Italy,CF,1500000,Calcio Como,0,2016
Juventus FC,In,Dani Alves,33,"Brazil, Spain",RB,9000000,FC Barcelona,0,2016
Juventus FC,In,Pol Lirola,18,Spain,RB,500000,Juventus Primavera,Other,2016
Juventus FC,In,Filippo Romagna,19,Italy,CB,500000,Juventus Primavera,Other,2016
Juventus FC,Out,Paul Pogba,23,"France, Guinea",CM,Other,Manchester United,105000000,2016
Juventus FC,Out,Álvaro Morata,23,Spain,CF,16000000,Real Madrid,30000000,2016
Juventus FC,Out,Roberto Pereyra,25,Argentina,CM,1800000,Watford FC,13500000,2016
Juventus FC,Out,Hernanes,31,Brazil,AM,Other,Hebei China Fortune,8000000,2016
Juventus FC,Out,Mauricio Isla,28,Chile,RB,350000,Cagliari Calcio,4000000,2016
Juventus FC,Out,Gabriel Pires,22,"Brazil, Portugal",DM,2500000,CD Leganés,2500000,2016
Juventus FC,Out,Hördur Magnússon,23,Iceland,CB,1200000,Bristol City,2100000,2016
Juventus FC,Out,Vincenzo Fiorillo,26,Italy,GK,150000,Delfino Pescara 1936,2000000,2016
Juventus FC,Out,Marcel Büchel,25,"Liechtenstein, Austria",DM,200000,FC Empoli,1500000,2016
Juventus FC,Out,Simone Padoin,32,Italy,CM,Other,Cagliari Calcio,590000,2016
Juventus FC,Out,Andrea Schiavone,23,Italy,DM,100000,AC Cesena,500000,2016
Juventus FC,Out,Gregorio Luperini,22,Italy,AM,350000,US Cremonese,50000,2016
Juventus FC,Out,Matteo Gerbaudo,21,Italy,CM,100000,Pordenone Calcio,0,2016
Juventus FC,Out,Eros Castelletto,21,Italy,CM,100000,ASD Pro Eureka,0,2016
Juventus FC,Out,Carlo Ilari,24,Italy,CM,250000,Città di Teramo 1913,0,2016
Juventus FC,Out,Lorenzo Benucci,19,Italy,LB,Other,AC Prato,0,2016
Juventus FC,Out,Patrice Evra,35,"France, Senegal",LB,Other,Olympique Marseille,0,2016
Juventus FC,Out,Giacomo Volpe,20,Italy,GK,150000,AS Gubbio 1910,0,2016
Juventus FC,Out,Matteo Liviero,23,Italy,LM,200000,SS Juve Stabia,0,2016
Juventus FC,Out,Nicolò Curti,21,Italy,CB,Other,US Città di Pontedera,0,2016
