Team,Transfer Type,Player,Age,Nationality,Position,Market Value,From Club,Fee,Year
Atalanta BC,In,Andrea Masiello,25,Italy,CB,3000000,AS Bari,7000000,2011
Atalanta BC,In,Maxi Moralez,24,Argentina,AM,5000000,CA Vélez Sarsfield,5300000,2011
Atalanta BC,In,Manolo Gabbiadini,19,Italy,CF,800000,AS Cittadella,1000000,2011
Atalanta BC,In,Stefano Lucchini,30,Italy,CB,3500000,UC Sampdoria,700000,2011
Atalanta BC,In,Marco Sportiello,20,Italy,GK,Other,US Poggibonsi,Other,2011
Atalanta BC,In,Nadir Minotti,19,Italy,DM,200000,Atalanta Primavera,Other,2011
Atalanta BC,In,Ciro Polito,32,Italy,GK,175000,Without Club,Other,2011
Atalanta BC,In,Massimo Mutarelli,34,Italy,CM,400000,Without Club,Other,2011
Atalanta BC,In,Salvatore Molina,19,Italy,RM,75000,Atalanta Primavera,Other,2011
Atalanta BC,Out,Édgar Barreto,27,"Paraguay, Italy",CM,Other,US Palermo,5300000,2011
Atalanta BC,Out,Simone Padoin,27,Italy,CM,Other,Juventus FC,5000000,2011
Atalanta BC,Out,Sasa Bjelanovic,32,"Croatia, Italy",CF,Other,Hellas Verona,800000,2011
Atalanta BC,Out,Marino Defendi,25,Italy,RB,Other,AS Bari,500000,2011
Atalanta BC,Out,Francesco Ruopolo,28,Italy,CF,Other,Calcio Padova,50000,2011
Atalanta BC,Out,Cristian Tissone,23,"Argentina, Italy",DM,Other,RCD Mallorca B,0,2011
Atalanta BC,Out,Fabio Caserta,33,Italy,CM,Other,SS Juve Stabia,0,2011
Atalanta BC,Out,Jurgen Pandiani,19,Italy,CF,Other,AC Monza Brianza,Other,2011
Atalanta BC,Out,Nicola Madonna,24,Italy,RM,Other,Spezia Calcio,Other,2011
Atalanta BC,Out,Fabio Ceravolo,24,Italy,CF,125000,Reggina Calcio,Other,2011
Atalanta BC,Out,Leonardo Talamonti,29,"Argentina, Italy",CB,Other,CA Rosario Central,Other,2011
Atalanta BC,Out,Christian Tiboni,23,Italy,CF,Other,US Foggia,Other,2011
Atalanta BC,Out,Nicholas Siega,20,Italy,LW,75000,AS Casale Calcio,Other,2011
Atalanta BC,Out,Nicola Canzian,20,Italy,LB,Other,SPAL 1907,Other,2011
Atalanta BC,Out,Michele Marconi,22,Italy,CF,150000,SPAL 1907,Other,2011
Atalanta BC,Out,Maximiliano Pellegrino,31,"Argentina, Italy",CB,Other,CA Colón,Other,2011
Atalanta BC,Out,Leonardo Pettinari,25,Italy,LW,Other,Retired,Other,2011
Atalanta BC,Out,Nicola Amoruso,36,Italy,CF,Other,Without Club,Other,2011
