Team,Transfer Type,Player,Age,Nationality,Position,Market Value,From Club,Fee,Year
Juventus FC,Out,Ciro Immobile,22,Italy,CF,4000000,Genoa CFC,4000000,2012
Juventus FC,Out,Cristian Pasquato,22,Italy,SS,125000,Udinese Calcio,1500000,2012
Juventus FC,Out,Niccolò Corticchia,19,Italy,CM,Other,Vicenza Calcio,600000,2012
Juventus FC,Out,Salvatore D'Elia,23,Italy,LB,Other,Vicenza Calcio,400000,2012
Juventus FC,Out,Michele Pazienza,30,Italy,DM,Other,Bologna FC 1909,300000,2012
Juventus FC,Out,Luca Castiglia,23,Italy,CM,100000,Vicenza Calcio,Other,2012
Juventus FC,Out,Lúcio,34,Brazil,CB,Other,São Paulo Futebol Clube,0,2012
Juventus FC,Out,Mario Kirev,23,Bulgaria,GK,Other,ACS Poli Timisoara (2012 - 2021),0,2012
Juventus FC,Out,Simone Di Dio,20,Italy,CB,Other,Valle d'Aosta Calcio,Other,2012
Juventus FC,Out,Filippo Boniperti,21,Italy,RW,Other,Parma FC,Other,2012
Juventus FC,Out,Alessandro Del Piero,37,Italy,SS,Other,Without Club,Other,2012
Juventus FC,Out,Oussama Essabr,23,"Morocco, Italy",CF,Other,Without Club,Other,2012
Juventus FC,Out,Alexander Manninger,35,Austria,GK,Other,Without Club,Other,2012
Juventus FC,Out,Fabio Grosso,34,Italy,LB,Other,Without Club,Other,2012
AC Milan,In,Mario Balotelli,22,"Italy, Ghana",CF,24000000,Manchester City,20000000,2012
AC Milan,In,Giampaolo Pazzini,28,Italy,CF,14500000,Inter Milan,12500000,2012
AC Milan,In,Kévin Constant,25,"Guinea, France",LB,6000000,Genoa CFC,8000000,2012
AC Milan,In,Francesco Acerbi,24,Italy,CB,4500000,Chievo Verona,4000000,2012
AC Milan,In,Bartosz Salamon,21,Poland,CB,2800000,Brescia Calcio,3500000,2012
AC Milan,In,Nigel de Jong,27,"Netherlands, Suriname",DM,13000000,Manchester City,3500000,2012
AC Milan,In,M'Baye Niang,17,"Senegal, France",CF,1750000,SM Caen,3300000,2012
AC Milan,In,Cristian Zaccardo,31,Italy,CB,3000000,Parma FC,3000000,2012
AC Milan,In,Gabriel,19,Brazil,GK,300000,Cruzeiro Esporte Clube,1150000,2012
AC Milan,In,Riccardo Montolivo,27,"Italy, Germany",DM,13000000,ACF Fiorentina,0,2012
AC Milan,In,Bakaye Traoré,27,"Mali, France",CM,3000000,AS Nancy-Lorraine,0,2012
AC Milan,In,Edoardo Pazzagli,23,Italy,GK,75000,ACF Fiorentina,0,2012
AC Milan,In,Sulley Muntari,27,Ghana,CM,5500000,Inter Milan,0,2012
AC Milan,In,Umberto Previti,22,Italy,GK,50000,SS Milazzo,Other,2012
AC Milan,In,Adrià Carmona,20,Spain,LW,250000,Milan Primavera,Other,2012
AC Milan,Out,Thiago Silva,27,"Brazil, France",CB,1000000,Paris Saint-Germain,42000000,2012
AC Milan,Out,Zlatan Ibrahimović,30,"Sweden, Bosnia-Herzegovina",CF,Other,Paris Saint-Germain,21000000,2012
AC Milan,Out,Alexandre Pato,23,Brazil,CF,400000,Sport Club Corinthians Paulista,15000000,2012
AC Milan,Out,Antonio Cassano,30,Italy,SS,Other,Inter Milan,5500000,2012
AC Milan,Out,Francesco Acerbi,24,Italy,CB,3500000,Genoa CFC,4000000,2012
AC Milan,Out,Davide Di Gennaro,24,Italy,AM,Other,Spezia Calcio,500000,2012
AC Milan,Out,Mark van Bommel,35,Netherlands,CM,Other,PSV Eindhoven,0,2012
AC Milan,Out,Ferdinando Coppola,34,Italy,GK,Other,Torino FC,0,2012
AC Milan,Out,Dominic Adiyiah,22,Ghana,RW,Other,Arsenal Kyiv ( -2019),0,2012
AC Milan,Out,Michal Miskiewicz,23,Poland,GK,Other,Wisla Kraków,0,2012
AC Milan,Out,Clarence Seedorf,36,"Netherlands, Suriname",CM,Other,Botafogo de Futebol e Regatas,0,2012
AC Milan,Out,Flavio Roma,38,Italy,GK,Other,AS Monaco,0,2012
AC Milan,Out,Alessandro Nesta,36,Italy,CB,Other,Montreal Impact,0,2012
AC Milan,Out,Gianmarco Conti,20,Italy,CM,Other,Bassano Virtus 55 ST,0,2012
AC Milan,Out,Kingsley Umunegbu,22,Nigeria,SS,Other,Bologna FC 1909,0,2012
AC Milan,Out,Gennaro Gattuso,34,Italy,CM,Other,FC Sion,0,2012
AC Milan,Out,Mattia Valoti,19,Italy,CM,1500000,UC AlbinoLeffe,Other,2012
AC Milan,Out,Djamel Mesbah,28,"Algeria, France",LB,Other,Parma FC,Other,2012
AC Milan,Out,Antonio Donnarumma,22,Italy,GK,325000,Genoa CFC,Other,2012
AC Milan,Out,Gianluca Zambrotta,35,Italy,RB,Other,Career break,Other,2012
AC Milan,Out,Massimo Oddo,36,Italy,RB,Other,Retired,Other,2012
AC Milan,Out,Filippo Inzaghi,38,Italy,CF,Other,Retired,Other,2012
Udinese Calcio,In,Davide Faraoni,20,Italy,RB,4000000,Inter Milan,8000000,2012
Udinese Calcio,In,Maicosuel,26,Brazil,AM,2500000,Botafogo de Futebol e Regatas,5300000,2012
Udinese Calcio,In,Alexander Merkel,20,"Kazakhstan, Germany",CM,5000000,Genoa CFC,4000000,2012
Udinese Calcio,In,Gabriel Silva,21,Brazil,LB,2500000,Granada CF,4000000,2012
Udinese Calcio,In,Willians,26,Brazil,DM,3500000,CR Flamengo,3000000,2012
Udinese Calcio,In,Thomas Heurtaux,23,France,CB,2750000,SM Caen,2100000,2012
Udinese Calcio,In,Mathias Ranégie,28,Sweden,CF,1500000,Malmö FF,2000000,2012
Udinese Calcio,In,Cristian Pasquato,22,Italy,SS,1100000,Juventus FC,1500000,2012
Udinese Calcio,In,Wojciech Pawlowski,19,Poland,GK,700000,Lechia Gdansk,500000,2012
Udinese Calcio,In,Matías Campos Toro,23,Chile,LB,900000,AC Siena,0,2012
Udinese Calcio,In,Dioni,22,Spain,CF,Other,Cádiz CF,0,2012
Udinese Calcio,In,Marco Cassetti,35,Italy,RB,300000,AS Roma,0,2012
Udinese Calcio,In,Daniele Padelli,26,Italy,GK,100000,UC Sampdoria,Other,2012
Udinese Calcio,In,Masahudu Alhassan,20,Ghana,LB,600000,Genoa CFC,Other,2012
Udinese Calcio,In,Piotr Zieliński,18,"Poland, Italy",CM,100000,Udinese Primavera,Other,2012
Udinese Calcio,Out,Kwadwo Asamoah,23,Ghana,LM,Other,Juventus FC,18000000,2012
Udinese Calcio,Out,Samir Handanovič,27,Slovenia,GK,Other,Inter Milan,15000000,2012
Udinese Calcio,Out,Mauricio Isla,24,Chile,RB,350000,Juventus FC,13900000,2012
Udinese Calcio,Out,Germán Denis,30,"Argentina, Italy",CF,Other,Atalanta BC,5000000,2012
Udinese Calcio,Out,Barreto,27,"Brazil, Italy",SS,Other,Torino FC,3550000,2012
Udinese Calcio,Out,Thierry Doubai,24,Cote d'Ivoire,DM,Other,FC Sochaux-Montbéliard,3000000,2012
Udinese Calcio,Out,Nikola Vujadinovic,25,"Montenegro, Bulgaria",CB,50000,SK Sturm Graz,0,2012
Udinese Calcio,Out,Leandro Caruso,30,"Argentina, Italy",CF,Other,AA Argentinos Juniors,0,2012
Udinese Calcio,Out,Carlos Calvo,26,Spain,RW,Other,UD Almería,0,2012
Udinese Calcio,Out,Francesco Bossa,22,Italy,CB,Other,Tritium Calcio 1908,0,2012
Udinese Calcio,Out,Damiano Ferronetti,27,Italy,CB,Other,Torino FC,0,2012
Udinese Calcio,Out,Fernando Forestieri,22,"Italy, Argentina",SS,700000,Watford FC,0,2012
Udinese Calcio,Out,Abdul-Aziz Tetteh,22,Ghana,DM,Other,AS Fokikos Amfissas,0,2012
Udinese Calcio,Out,Federico Gerardi,25,Italy,CF,Other,Reggina Calcio,Other,2012
Udinese Calcio,Out,Zdenek Zlamal,26,Czech Republic,GK,Other,SK Sigma Olomouc,Other,2012
Udinese Calcio,Out,Andrea Mazzarani,23,Italy,AM,75000,SSC Napoli,Other,2012
Udinese Calcio,Out,Federico Laurito,22,"Argentina, Italy",CF,Other,CD Universidad Católica,Other,2012
Udinese Calcio,Out,Yves Baraye,20,"Senegal, Portugal",RW,175000,AC Lumezzane,Other,2012
Udinese Calcio,Out,Jan Koprivec,23,Slovenia,GK,50000,AC Perugia Calcio,Other,2012
Udinese Calcio,Out,Ergün Berisa,24,"Türkiye, Switzerland",DM,Other,FC Wil 1900,Other,2012
Udinese Calcio,Out,Antonio Floro Flores,29,Italy,CF,Other,Genoa CFC,Other,2012
Udinese Calcio,Out,Christian Obodo,28,Nigeria,CM,Other,Without Club,Other,2012
SS Lazio,In,Michaël Ciani,28,"France, Guadeloupe",CB,4000000,FC Girondins Bordeaux,1500000,2012
SS Lazio,In,Antonio Cinelli,22,Italy,CM,175000,US Sassuolo,30000,2012
SS Lazio,In,Pereirinha,24,Portugal,RW,2300000,Sporting CP,0,2012
SS Lazio,In,Ederson,26,"Brazil, Italy",AM,5000000,Olympique Lyon,0,2012
SS Lazio,In,Louis Saha,34,"France, Guadeloupe",CF,500000,Sunderland AFC,0,2012
SS Lazio,In,Vittorio Salustri,18,Italy,CM,100000,FBC Unione Venezia,Other,2012
SS Lazio,In,Antonio Rozzi,18,Italy,CF,700000,Lazio U19,Other,2012
SS Lazio,In,Thomas Strakosha,17,"Albania, Greece",GK,75000,Lazio U19,Other,2012
SS Lazio,In,Gonzalo Barreto,20,"Uruguay, Italy",CF,700000,Lazio U19,Other,2012
SS Lazio,In,Ogenyi Onazi,19,Nigeria,DM,200000,Lazio U19,Other,2012
SS Lazio,Out,Tommaso Rocchi,35,Italy,CF,Other,Inter Milan,300000,2012
SS Lazio,Out,Lionel Scaloni,34,"Argentina, Italy",RB,Other,Atalanta BC,250000,2012
SS Lazio,Out,Alessandro Tuia,22,Italy,CB,250000,US Salernitana 1919,0,2012
SS Lazio,Out,Antonio Cinelli,23,Italy,CM,75000,Vicenza Calcio,0,2012
SS Lazio,Out,Manuel Ricci,22,Italy,CM,50000,US Salernitana 1919,0,2012
SS Lazio,Out,Guglielmo Stendardo,31,Italy,CB,Other,Atalanta BC,0,2012
SS Lazio,Out,Luciano Zauri,35,Italy,RB,Other,Delfino Pescara 1936,Other,2012
SS Lazio,Out,Cristian Brocchi,37,Italy,CM,Other,Retired,Other,2012
SS Lazio,Out,Federico Chirico,23,Italy,CB,Other,Without Club,Other,2012
SS Lazio,Out,Enrico Zampa,20,Italy,DM,125000,US Salernitana 1919,Other,2012
SS Lazio,Out,Simone Del Nero,30,Italy,LW,Other,Without Club,Other,2012
SS Lazio,Out,Stephen Makinwa,28,"Nigeria, Italy",CF,Other,Without Club,Other,2012
SS Lazio,Out,Ivan Artipoli,26,Italy,CB,Other,Retired,Other,2012
SSC Napoli,In,Valon Behrami,27,"Switzerland, Kosovo",DM,8000000,ACF Fiorentina,8000000,2012
SSC Napoli,In,Goran Pandev,28,"North Macedonia, Italy",SS,11000000,Inter Milan,7500000,2012
SSC Napoli,In,Omar El Kaddouri,22,"Morocco, Belgium",AM,4000000,Brescia Calcio,3400000,2012
SSC Napoli,In,Bruno Uvini,21,"Brazil, Italy",CB,1000000,São Paulo Futebol Clube,3000000,2012
SSC Napoli,In,Alessandro Gamberini,30,Italy,CB,6500000,ACF Fiorentina,1750000,2012
SSC Napoli,In,Davide Bariti,20,Italy,RW,275000,Vicenza Calcio,1650000,2012
SSC Napoli,In,Giandomenico Mesto,30,Italy,RM,4000000,Genoa CFC,1500000,2012
SSC Napoli,In,Nicolao Cardoso,20,"Italy, Romania",LW,1100000,FC Empoli,0,2012
SSC Napoli,In,Andrea Mazzarani,23,Italy,AM,1000000,Udinese Calcio,Other,2012
SSC Napoli,Out,Ezequiel Lavezzi,27,"Argentina, Italy",SS,Other,Paris Saint-Germain,30000000,2012
SSC Napoli,Out,Fabiano Santacroce,25,"Italy, Brazil",CB,Other,Parma FC,900000,2012
SSC Napoli,Out,Massimiliano Ammendola,22,Italy,AM,Other,Botev Vratsa,0,2012
SSC Napoli,Out,Crescenzo Liccardo,21,Italy,DM,Other,Arzanese Calcio,0,2012
SSC Napoli,Out,Alessandro De Vena,19,Italy,CF,Other,FC Esperia Viareggio,Other,2012
SSC Napoli,Out,Umberto Varriale,21,Italy,SS,Other,ASD Acireale Calcio,Other,2012
Inter Milan,In,Samir Handanovič,27,Slovenia,GK,15000000,Udinese Calcio,15000000,2012
Inter Milan,In,Fredy Guarín,26,Colombia,CM,12000000,FC Porto,11000000,2012
Inter Milan,In,Mateo Kovacic,18,Croatia,CM,3000000,GNK Dinamo Zagreb,11000000,2012
Inter Milan,In,Rodrigo Palacio,30,"Argentina, Spain",CF,12000000,Genoa CFC,10500000,2012
Inter Milan,In,Álvaro Pereira,26,"Uruguay, Argentina",LB,16000000,FC Porto,10000000,2012
Inter Milan,In,Antonio Cassano,30,Italy,SS,10000000,AC Milan,5500000,2012
Inter Milan,In,Ezequiel Schelotto,23,"Italy, Argentina",RM,6500000,Atalanta BC,5300000,2012
Inter Milan,In,Francesco Bardi,20,Italy,GK,2000000,AS Livorno,1500000,2012
Inter Milan,In,Zdravko Kuzmanovic,25,"Serbia, Switzerland",CM,5500000,VfB Stuttgart,1200000,2012
Inter Milan,In,Tommaso Rocchi,35,Italy,CF,900000,SS Lazio,300000,2012
Inter Milan,In,Marco Benassi,17,Italy,CM,100000,Inter Milan Primavera,Other,2012
Inter Milan,In,Daniel Bessa,19,"Italy, Brazil",CM,800000,Inter Milan Primavera,Other,2012
Inter Milan,In,Andrea Romanò,18,Italy,CM,500000,Inter Milan Primavera,Other,2012
Inter Milan,In,Ibrahima Mbaye,17,Senegal,RB,500000,Inter Milan Primavera,Other,2012
Inter Milan,In,Samuele Longo,20,Italy,CF,1500000,Inter Milan Primavera,Other,2012
Inter Milan,In,Alfred Duncan,19,"Ghana, Italy",CM,800000,Inter Milan Primavera,Other,2012
Inter Milan,In,Matteo Bianchetti,19,Italy,CB,250000,Inter Milan Primavera,Other,2012
Inter Milan,In,Lukas Spendlhofer,19,Austria,CB,300000,Inter Milan Primavera,Other,2012
Inter Milan,Out,Philippe Coutinho,20,"Brazil, Portugal",AM,7500000,Liverpool FC,13000000,2012
Inter Milan,Out,Giampaolo Pazzini,28,Italy,CF,Other,AC Milan,12500000,2012
Inter Milan,Out,Davide Faraoni,20,Italy,RB,1500000,Udinese Calcio,8000000,2012
Inter Milan,Out,Goran Pandev,28,"North Macedonia, Italy",SS,Other,SSC Napoli,7500000,2012
Inter Milan,Out,Wesley Sneijder,28,Netherlands,AM,Other,Galatasaray,7500000,2012
Inter Milan,Out,Luc Castaignos,19,"Netherlands, France",CF,350000,Twente Enschede FC,6000000,2012
Inter Milan,Out,Marko Livaja,19,Croatia,CF,5000000,Atalanta BC,5050000,2012
Inter Milan,Out,Maicon,31,Brazil,RB,Other,Manchester City,3750000,2012
Inter Milan,Out,Luca Tremolada,20,Italy,AM,500000,Calcio Como,1000,2012
Inter Milan,Out,Lúcio,34,Brazil,CB,Other,Juventus FC,0,2012
Inter Milan,Out,Enrico Alfonso,24,Italy,GK,100000,US Cremonese,0,2012
Inter Milan,Out,Júlio César,32,Brazil,GK,Other,Queens Park Rangers,0,2012
Inter Milan,Out,Diego Forlán,33,"Uruguay, Spain",CF,Other,Sport Club Internacional,0,2012
Inter Milan,Out,Aiman Napoli,23,"Italy, Morocco",CF,Other,AC Prato,0,2012
Inter Milan,Out,Sulley Muntari,27,Ghana,CM,Other,AC Milan,0,2012
Inter Milan,Out,Luca Caldirola,21,Italy,CB,1300000,AC Cesena,Other,2012
Inter Milan,Out,Kerlon,24,Brazil,AM,Other,Fujieda MYFC,Other,2012
Inter Milan,Out,Antonio Esposito,21,Italy,LM,Other,Treviso FBC 1993,Other,2012
Inter Milan,Out,Dennis Esposito,25,Italy,CB,Other,Retired,Other,2012
Inter Milan,Out,Paolo Orlandoni,39,Italy,GK,Other,Retired,Other,2012
Inter Milan,Out,Felice Natalino,20,Italy,CB,Other,Career break,Other,2012
Inter Milan,Out,Samuele Beretta,21,Italy,RM,Other,Without Club,Other,2012
Inter Milan,Out,Iván Córdoba,35,"Colombia, Italy",CB,Other,Retired,Other,2012
Inter Milan,Out,Andrea Mei,23,Italy,CB,Other,Without Club,Other,2012
AS Roma,In,Marquinhos,18,"Brazil, Portugal",CB,750000,Sport Club Corinthians Paulista,5700000,2012
AS Roma,In,Federico Balzaretti,30,Italy,LB,8500000,US Palermo,4500000,2012
AS Roma,In,Michael Bradley,24,United States,CM,3500000,Chievo Verona,3750000,2012
AS Roma,In,Marquinho,25,Brazil,AM,4500000,Fluminense Football Club,3500000,2012
AS Roma,In,Panagiotis Tachtsidis,21,Greece,DM,2000000,Genoa CFC,2500000,2012
AS Roma,In,Alessandro Florenzi,21,Italy,RB,1500000,FC Crotone,1250000,2012
AS Roma,In,Junior Tallo,19,Cote d'Ivoire,CF,400000,Chievo Verona,1220000,2012
AS Roma,In,Adrian Stoian,21,Romania,LW,1500000,AS Bari,1000000,2012
AS Roma,In,Jonatan Lucca,18,"Brazil, Italy",CM,Other,SC Internacional U20,700000,2012
AS Roma,In,Vasilios Torosidis,27,Greece,RB,6500000,Olympiacos Piraeus,400000,2012
AS Roma,In,Tomas Svedkauskas,18,Lithuania,GK,400000,FK Suduva Marijampole,250000,2012
AS Roma,In,Alessandro Malomo,21,Italy,CB,75000,UC AlbinoLeffe,250000,2012
AS Roma,In,Dodô,20,"Brazil, Portugal",LB,500000,Sport Club Corinthians Paulista,0,2012
AS Roma,In,Alessio Romagnoli,17,Italy,CB,100000,Roma U19,Other,2012
AS Roma,In,Loïc Nego,21,"Hungary, France",RB,250000,Roma U19,Other,2012
AS Roma,Out,Fabio Borini,21,Italy,LW,2000000,Liverpool FC,13300000,2012
AS Roma,Out,Valerio Verre,18,Italy,AM,1200000,Genoa CFC,1500000,2012
AS Roma,Out,Giammario Piscitella,19,Italy,LW,25000,Genoa CFC,1500000,2012
AS Roma,Out,Gianluca Caprari,18,Italy,SS,4000000,Delfino Pescara 1936,1200000,2012
AS Roma,Out,Andrea Bertolacci,21,Italy,CM,400000,Genoa CFC,1200000,2012
AS Roma,Out,Leandro Greco,26,Italy,CM,Other,Olympiacos Piraeus,850000,2012
AS Roma,Out,Adrian Stoian,21,Romania,LW,Other,Chievo Verona,500000,2012
AS Roma,Out,Adrian Stoian,21,Romania,LW,Other,AS Bari,300000,2012
AS Roma,Out,Mattia Montini,20,Italy,CF,50000,Benevento Calcio,260000,2012
AS Roma,Out,Stefano Pettinari,20,Italy,CF,250000,FC Crotone,250000,2012
AS Roma,Out,Alessandro Malomo,21,Italy,CB,200000,AC Prato,Other,2012
AS Roma,Out,Gabriel Heinze,34,"Argentina, Italy",CB,Other,CA Newell's Old Boys,0,2012
AS Roma,Out,David Pizarro,32,Chile,CM,Other,ACF Fiorentina,0,2012
AS Roma,Out,Ahmed Barusso,27,Ghana,DM,Other,Genoa CFC,0,2012
AS Roma,Out,Kevin Koffi,26,"Cote d'Ivoire, Italy",CF,100000,Royal Boussu Dour Borinage,0,2012
AS Roma,Out,Antunes,25,Portugal,LB,50000,FC Paços de Ferreira,0,2012
AS Roma,Out,Fábio Simplício,32,Brazil,CM,Other,Cerezo Osaka,0,2012
AS Roma,Out,Cicinho,31,"Brazil, Italy",RB,Other,Sport Club do Recife,0,2012
AS Roma,Out,Marco Cassetti,35,Italy,RB,Other,Udinese Calcio,0,2012
AS Roma,Out,Stefano Okaka,23,"Italy, Nigeria",CF,600000,Parma FC,0,2012
AS Roma,Out,Aleandro Rosi,25,Italy,RB,Other,Parma FC,0,2012
AS Roma,Out,Juan,33,Brazil,CB,Other,Sport Club Internacional,0,2012
AS Roma,Out,Alexandru Pena,22,Romania,GK,Other,AS Bari,Other,2012
AS Roma,Out,Stefano Guberti,27,Italy,LW,Other,Disqualification,Other,2012
Parma FC,In,Jonathan Biabiany,24,"France, Guadeloupe",RW,8000000,UC Sampdoria,4500000,2012
Parma FC,In,Dorlan Pabón,24,Colombia,RW,2800000,Atlético Nacional,4000000,2012
Parma FC,In,Andrea Rossi,25,Italy,LB,300000,AC Siena,3600000,2012
Parma FC,In,Ishak Belfodil,20,"Algeria, France",CF,2500000,Olympique Lyon,3500000,2012
Parma FC,In,Alessandro Iacobucci,21,Italy,GK,700000,AC Siena,3400000,2012
Parma FC,In,Nicola Del Pivo,20,Italy,CM,Other,AC Cesena,2000000,2012
Parma FC,In,Jaime Valdés,31,Chile,CM,1800000,Sporting CP,1800000,2012
Parma FC,In,Raman Chibsah,19,"Ghana, Italy",CM,150000,Juventus Primavera,1750000,2012
Parma FC,In,Gianluca Musacci,25,Italy,CM,600000,FC Empoli,1100000,2012
Parma FC,In,Riccardo Casini,20,Italy,CM,75000,Bologna Primavera,1000000,2012
Parma FC,In,Fabiano Santacroce,25,"Italy, Brazil",CB,800000,SSC Napoli,900000,2012
Parma FC,In,Álvaro Ampuero,20,"Peru, Italy",CB,200000,Universitario de Deportes,400000,2012
Parma FC,In,Paolo Dellafiore,27,"Italy, Argentina",CB,600000,Novara Calcio 1908,250000,2012
Parma FC,In,Federico Meacci,20,Italy,DM,Other,L'Aquila 1927,0,2012
Parma FC,In,Pavol Bajza,20,Slovakia,GK,100000,MFK Dubnica,0,2012
Parma FC,In,Solomon Enow,25,"Cameroon, Italy",CB,75000,Spezia Calcio,0,2012
Parma FC,In,Amauri,32,"Italy, Brazil",CF,1500000,ACF Fiorentina,0,2012
Parma FC,In,Sotiris Ninis,22,Greece,AM,6000000,Panathinaikos FC,0,2012
Parma FC,In,Lazaros Fotias,21,Greece,CB,100000,Anagennisi Epanomis,0,2012
Parma FC,In,Stefano Okaka,23,"Italy, Nigeria",CF,2000000,AS Roma,0,2012
Parma FC,In,Aleandro Rosi,25,Italy,RB,3500000,AS Roma,0,2012
Parma FC,In,Mirko Pigliacelli,19,Italy,GK,250000,Roma U19,0,2012
Parma FC,In,Vincenzo Giannusa,31,Italy,CM,50000,Alma Juventus Fano 1906,0,2012
Parma FC,In,Alessandro Vecchi,21,Italy,CB,50000,SSD Real SPAL,0,2012
Parma FC,In,Nick Modaffari,20,Australia,LB,50000,Carpi FC 1909,0,2012
Parma FC,In,Bongoura Thiam,19,"Italy, Guinea",Striker,50000,US Tor di Quinto,0,2012
Parma FC,In,Marco Marchionni,32,Italy,RM,900000,ACF Fiorentina,0,2012
Parma FC,In,Diego De Giorgi,19,Italy,Midfielder,Other,Casarano Calcio,Other,2012
Parma FC,In,Filippo Boniperti,21,Italy,RW,175000,Juventus FC,Other,2012
Parma FC,In,Tommaso Cancelloni,20,Italy,CB,50000,SS Milazzo,Other,2012
Parma FC,In,Simone Bezziccheri,19,Italy,SS,50000,Atletico Arezzo,Other,2012
Parma FC,In,Filippo Cunsolo,23,Italy,Striker,Other,Losone Sportiva,Other,2012
Parma FC,In,Cristiano Bussi,22,Italy,CF,Other,AC Isola Liri,Other,2012
Parma FC,In,Vittorio Fabris,19,Italy,CM,50000,Vicenza Primavera,Other,2012
Parma FC,In,Djamel Mesbah,28,"Algeria, France",LB,900000,AC Milan,Other,2012
Parma FC,In,Nicolò Stirati,20,Italy,Striker,50000,Pierantonio Sport,Other,2012
Parma FC,In,Gaetano Adamo,21,Italy,CB,Other,AS Gubbio 1910,Other,2012
Parma FC,In,Mohamed Traoré,21,"Guinea, Italy",RB,100000,FC Crotone,Other,2012
Parma FC,In,Gonçalo Brandão,25,Portugal,CB,600000,AC Siena,Other,2012
Parma FC,In,Giuseppe Pacini,19,Italy,RB,75000,AC Siena,Other,2012
Parma FC,In,Manuel La Rosa,20,Italy,CB,50000,US Grosseto FC,Other,2012
Parma FC,In,Luca Tedeschi,25,Italy,CB,275000,FC Crotone,Other,2012
Parma FC,In,Daniele Bazzoffia,24,Italy,CF,400000,AS Gubbio 1910,Other,2012
Parma FC,In,Simone Smacchia,17,Italy,SS,75000,Gubbio Berretti,Other,2012
Parma FC,Out,Sebastian Giovinco,25,Italy,SS,Other,Juventus FC,11000000,2012
Parma FC,Out,Manuel Coppola,30,Italy,CM,Other,AC Siena,3250000,2012
Parma FC,Out,Cristian Zaccardo,31,Italy,CB,Other,AC Milan,3000000,2012
Parma FC,Out,Stefano Russo,23,Italy,GK,Other,Brescia Calcio,1200000,2012
Parma FC,Out,Francesco Finocchio,20,"Italy, Brazil",RM,Other,Bologna FC 1909,1000000,2012
Parma FC,Out,Francesco Valiani,31,Italy,CM,Other,AC Siena,100000,2012
Parma FC,Out,Francesco Lunardini,27,Italy,DM,Other,San Marino,0,2012
Parma FC,Out,Loris Formuso,22,Italy,CF,Other,Ars et Labor Grottaglie,0,2012
Parma FC,Out,Marco Firenze,19,Italy,CM,150000,AC Giacomense,0,2012
Parma FC,Out,Amara Konate,21,Cote d'Ivoire,CF,Other,Polisportiva Nuova Campobasso Calcio,0,2012
Parma FC,Out,Riccardo Capogna,24,Italy,CF,Other,SSD Chieti Calcio,0,2012
Parma FC,Out,Pietro Baccolo,22,Italy,CM,Other,AS Gubbio 1910,Other,2012
Parma FC,Out,Gaetano Adamo,21,Italy,CB,Other,GC Biaschesi,Other,2012
Parma FC,Out,Filipe Oliveira,28,Portugal,RW,Other,Videoton FC,Other,2012
Parma FC,Out,Davide Colomba,23,Italy,LM,Other,Ascoli Calcio 1898,Other,2012
Parma FC,Out,Gianluca Lapadula,22,"Peru, Italy",CF,1500000,AC Cesena,Other,2012
Parma FC,Out,Paolo Castellini,33,Italy,LB,Other,UC Sampdoria,Other,2012
Parma FC,Out,Milan Djuric,22,"Bosnia-Herzegovina, Italy",CF,1500000,AC Cesena,Other,2012
